"Group","Gender","Age","Wind.Direction","Height","Distance","Angle","Offset","Score.1","Score.2"
"P","F",93,"W",56.5494697280228,94.7165573580849,42.4175877869129,19,41,29
"V","M",106,"W",41.929361465387,85.1062126119507,59.1023312881589,32,72,22
"E","M",21,"S",52.4059702502564,83.3038176948904,60.3272191248834,63,44,35
"E","F",81,"W",58.2768927747384,40.2721031498402,11.900786459446,51,18,35
"E","F",75,"S",57.8848043680191,92.7289375799684,51.8133140541613,62,69,82
"V","F",89,"E",53.6130285207182,85.8313307984269,58.5784161090851,37,87,65
"V","M",109,"W",39.5879149604589,82.4838305466815,29.1468176990747,66,76,21
"E","F",51,"E",33.8228777414188,15.5093350734572,84.8850009217858,67,73,52
"P","F",77,"N",55.8415726674721,77.2766429056442,26.1461637355387,18,23,72
"E","M",108,"S",56.8097893279046,63.8993439824942,69.9602307751775,50,62,43
"N","F",65,"W",64.4529922045767,46.774411269401,76.0726853460073,72,34,43
"E","F",28,"S",29.4416796183214,82.8344971347102,60.6304208934307,59,58,84
"P","M",28,"E",37.2621857058257,54.1118547755211,16.3859666511416,36,46,44
"V","F",22,"E",58.3070655222982,30.5443810121142,9.08186558634043,33,69,42
"V","F",49,"W",45.8220279980451,84.057093653147,30.1723863370717,43,61,51
"P","M",69,"S",27,41.4707967090483,12.2649413347244,56,30,36
"V","M",73,"S",36.2968877414241,58.0256490473675,17.7881088666618,33,61,69
"E","F",87,"N",32.3875926528126,58.7225246615676,18.0454177036881,59,72,59
"N","F",74,"N",34.5473973816261,93.5660047801873,50.4479266144335,74,24,65
"N","F",25,"W",48.1816232344136,17.9386309656978,5.72879705578089,70,60,63
"V","M",24,"W",57.1490109842271,27.45669082996,8.2322670891881,55,89,63
"E","F",34,"S",64.9167597806081,33.0399528454059,9.78351319208741,62,20,1
"N","F",29,"N",64.7525650700554,75.2372740133736,25.0938572362065,72,49,50
"P","F",37,"N",29.1973327156156,85.8192519459779,58.5873088240623,26,40,75
"N","M",56,"S",37.4146578218788,19.5555901395163,83.8572798483074,41,54,0
"N","M",106,"N",30.4911528620869,52.7633887795825,74.081475622952,41,66,14
"V","F",54,"S",52.852097784169,39.8049769461171,11.7599569633603,44,65,60
"N","M",53,"E",54.7235743142664,78.0318488677551,26.5510698780417,59,48,53
"V","F",45,"N",29.9834945397452,49.5129040082847,14.8214990459383,42,67,76
"E","M",39,"S",48.9642521031201,95.0275794699365,45.6696346774697,35,71,16
"N","M",26,"W",30.8039836939424,85.0851425122581,59.1172642447054,30,50,62
"E","F",48,"E",30.636854336597,83.3181692588138,60.3178528137505,56,68,51
"V","M",79,"E",42.5723329409957,92.6206774838525,38.0296018533409,60,85,61
"N","F",62,"W",36.6557082822546,64.5208552733604,69.7099756076932,76,61,44
"N","F",59,"W",35.5043722670525,20.1827925775869,83.6955313757062,73,37,45
"E","F",69,"W",52.3109616879374,65.6776090664166,20.7626771554351,57,57,41
"N","M",47,"W",57.7471290184185,91.2678632850299,53.6972831562161,41,69,51
"P","F",73,"W",40.0675539970398,83.9106897587398,30.0739755854011,24,24,39
"V","F",110,"W",32.6195522425696,50.4421064575785,15.1309881173074,33,71,20
"E","F",32,"N",48.8153454726562,73.2222361967007,65.8939052373171,55,51,89
"V","M",55,"E",31.4698999170214,94.9682498750496,46.2786721624434,47,81,53
"P","F",62,"S",61.608114304021,85.9505744503881,31.5096882544458,27,30,7
"P","F",49,"S",31.2057138038799,89.3249004975293,55.7005602680147,26,21,60
"P","M",21,"E",53.9036393212155,83.5983424621266,29.8661587573588,62,65,42
"N","F",73,"W",52.0015574870631,68.0519352234388,68.2370672747493,70,55,39
"N","F",21,"S",29.0158816864714,20.777845818455,6.4585536904633,76,68,23
"E","F",32,"E",64.3191712899134,90.2329333463844,54.8153620958328,50,65,46
"N","F",96,"N",29.3812556099147,61.9227585348725,70.7399461790919,73,63,49
"E","M",45,"S",47.0087300119922,90.0012840475702,55.0485978648067,43,65,91
"P","F",50,"N",32.5351394033059,94.8269865197381,42.8880649618804,24,28,67
"N","F",64,"N",50.8958657374606,72.965139410988,66.0165937244892,72,27,23
"V","M",83,"S",44.6708788070828,94.6773440466617,47.7300401218235,28,66,2
"P","M",48,"N",72,31.205132672221,80.7337004318833,38,45,36
"E","F",100,"N",41.0856486558914,87.0794752759464,32.3742131143808,56,22,89
"E","F",50,"S",41.9653078103438,64.9411114972364,20.460689291358,49,63,74
"N","F",84,"W",43.4782209564,78.5012088891939,63.1927409209311,75,66,33
"N","F",60,"N",45.6205345895141,71.7954745028583,66.5659571997821,71,39,16
"P","M",105,"N",64,95.0468515337211,45.2509368956089,51,73,88
"N","M",70,"N",39.03796999529,74.9933645321885,24.971702285111,66,66,29
"N","F",30,"S",56.8407051060349,93.8985672867311,40.2011819928885,76,64,94
"N","M",104,"N",57.5796229531989,71.8890325528557,23.4774688072503,48,21,71
"N","M",28,"E",53.5678501380607,72.3134567877673,23.6755805648863,70,49,44
"P","F",63,"S",56.1155858915299,65.5765881869047,20.7210330478847,25,49,30
"P","F",31,"N",29.130697532557,87.2009012194574,32.4707551859319,22,61,32
"N","F",47,"E",52.7254650136456,87.8207106229539,32.9756169579923,77,41,51
"E","M",34,"E",63.9147682413459,54.7696499341065,16.6167831048369,39,19,46
"P","M",65,"N",81,26.8628960136376,8.07112133130431,30,49,80
"E","F",80,"E",47.738601539284,27.5575436509674,81.7402929626405,64,40,62
"V","M",59,"N",53.4212811868638,54.096952743175,16.3807591795921,56,70,25
"V","M",74,"S",62.507057451643,60.5128647215705,18.7180155701935,51,80,12
"V","F",33,"S",34.901178361848,48.4408456464492,14.4683264940977,44,82,88
"E","F",70,"S",62.1435699760914,73.5793513432241,24.2777179554105,51,72,97
"P","F",23,"E",37.6521452767774,94.6401359796134,47.863089311868,23,32,43
"P","F",34,"W",38.5588204283267,71.739920616703,66.591701824218,25,66,58
"P","M",90,"W",52.5229270355776,94.5628837383642,48.1212698109448,55,53,30
"P","F",44,"N",51.1145209753886,21.497527385926,83.3542625047266,18,69,14
"V","F",28,"S",46.7413837872446,94.9300991230225,46.5485533699393,34,78,72
"E","F",60,"W",48.1336400657892,81.9249519650777,28.7981186062098,55,25,45
"P","M",102,"W",39.0686205867678,77.0992094456549,26.0522874444723,58,33,24
"N","F",95,"E",31.8894813265651,79.2720407464888,27.2360143810511,73,40,67
"N","F",94,"W",57.6838530004025,94.9651981930076,43.6976804770529,73,57,28
"P","M",81,"W",54.2000503316522,91.4258500771386,36.4863052405417,54,53,35
"V","F",87,"S",50.130295785144,84.5199559834837,30.4879057221115,44,80,8
"P","F",24,"E",157.737382474123,50.8913070325865,74.7182411886752,20,50,43
"N","M",64,"W",64.4275584258139,27.3154743443061,81.8061205931008,37,46,43
"P","M",18,"W",33.3825860405341,94.5243374526028,48.2424143701792,45,44,66
"E","M",38,"S",159.559072822798,87.4470506138376,57.3312200419605,58,38,87
"E","F",56,"E",42.8552153166384,72.5358713507,23.7801373004913,49,66,54
"N","F",35,"E",31.0868638651446,78.3129120512302,26.7040507495403,72,46,47
"P","F",103,"N",41.3748716395348,50.3940379078566,74.8851006664336,27,44,73
"V","F",21,"S",45.9618234075606,82.6475514765788,60.7495704852045,34,77,27
"V","M",24,"E",58.7545306570828,30.6926997796496,80.8768170885742,55,68,43
"E","M",101,"N",53.4928661016747,42.0892051468811,12.4544028006494,39,41,21
"P","F",107,"E",50.8673307048157,95.0245510989908,44.2865730449557,25,41,71
"P","F",85,"W",58.9013398671523,47.4171498022576,14.1348577849567,19,53,33
"P","M",105,"N",79,94.4131748862595,41.4311763457954,31,35,84
"E","M",58,"E",29.2962414864451,78.2378074277967,63.3369531668723,46,63,54
"N","F",82,"W",29.5998428370804,68.7967206616845,22.0856903493404,69,39,34
"N","M",109,"W",36.7397470790893,65.2609582566304,69.4086221419275,38,39,21
"V","M",77,"S",62.6558085391298,93.4024068295369,50.7403713651001,49,70,15
"V","F",44,"S",55.0215334370732,76.5245782082189,64.2485956847668,39,73,51
"V","M",107,"W",32.0158504610881,90.4304385789759,54.6120356023312,67,90,21
"V","M",88,"S",54.4311612788588,92.3636918919004,52.3298132419586,41,71,97
"V","M",25,"N",41.4362348988652,63.7108730461527,70.035625398159,71,75,87
"V","M",69,"W",52.0534893535078,40.2607581464467,11.8973590619862,30,67,41
"E","M",66,"N",49.4741073055193,88.6671315189417,33.701443914324,41,39,67
"N","M",45,"S",42.5127101000398,90.213074503921,35.1644263044,56,32,15
"V","F",36,"N",29.9846279993653,86.9458261301124,57.731200940907,34,75,21
"V","M",73,"W",62.622383562848,63.9319910700916,20.0528522953391,47,62,39
"V","M",68,"N",43.1991269746795,31.8031833000116,80.5659434571862,64,78,94
"N","F",95,"N",40.4601853163913,80.2918568174914,27.8196954727173,73,56,57
"P","F",98,"S",63.3547757128254,92.5190640662507,37.8853166848421,26,21,34
"P","M",88,"E",31.1392422271892,83.3987844323439,29.7348661534488,48,63,64
"V","F",110,"N",42.1204032693058,84.4326847836254,30.427892934531,38,83,58
"V","M",63,"N",36.1478551309556,67.5977450828053,68.4317113831639,41,87,18
"E","F",80,"W",36.066010213457,72.0672016920455,23.5604112409055,66,61,35
"V","F",25,"W",40.3088015317917,94.947076952486,46.4347337558866,37,65,63
"P","M",59,"N",82,81.4656126195237,61.4829532429576,53,29,97
"E","M",104,"N",62.9639651607722,81.4443534714426,28.5041541419923,61,36,98
"N","F",104,"E",50.5882470495999,78.1637546648859,26.6227067634463,70,56,70
"V","M",69,"S",41.6961458809674,87.5046493841293,32.7155784703791,47,74,12
"P","M",67,"W",46.4339847974479,23.2908161910923,7.1161818690598,41,68,41
"E","F",24,"W",64.3270302964374,92.0027859748156,37.1933182142675,58,40,63
"N","F",26,"N",39.8659430155531,92.9564329776066,51.4708067849278,71,62,18
"V","F",97,"W",63.2928474629298,26.993339276536,8.10646107420325,43,62,27
"P","M",44,"W",52.1907366644591,94.9518675065602,46.4009460620582,52,46,53
"P","M",72,"E",31.1011342983693,63.6660398464336,19.9464732408524,64,54,59
"E","F",34,"W",61.1874032653868,91.6094042933947,53.2952946983278,52,64,58
"N","M",98,"N",63.7843818701804,15.9472782344267,5.22495210170746,50,22,73
"E","F",100,"E",38.7579398304224,91.7752165277309,53.0929394811392,56,19,68
"E","F",102,"E",43.6231017755345,90.9017980879795,54.1084597073495,50,47,69
"P","M",93,"E",61.8881399761885,92.488512837343,52.1574955992401,38,50,66
"N","M",37,"E",50.5985820451751,39.3459483250786,11.6221475601196,52,52,47
"V","F",95,"E",56.9369424888864,95.0067764787697,45.9297690168023,39,64,67
"P","F",77,"S",32.4048173716292,79.9962736465716,27.6485007256269,25,51,60
"N","F",36,"N",61.7436825940385,43.0671665236259,12.7562925592065,72,41,56
"V","M",59,"N",35.3244040384889,61.1908812463022,71.022728048265,62,64,46
"N","F",74,"S",29.7694621561095,94.9547428452879,46.3802692107856,74,53,30
"N","M",75,"E",62.047195984982,53.9729099800858,16.3374495133758,42,45,60
"P","M",100,"E",37.9197335792705,16.4143459689102,5.34255327656865,33,43,68
"E","M",61,"E",32.1673882966861,74.0162760357411,24.4896494597197,39,38,55
"N","F",66,"S",159.809797429712,79.3271415522549,62.732940223068,74,69,42
"P","M",51,"S",30,87.4319909792023,32.6565733924508,42,37,2
"P","M",81,"W",49.0286552775651,37.0480100672942,10.9406430087984,58,59,35
"P","M",103,"E",47.2829997055233,63.1480082409356,19.7405495867133,41,58,69
"V","F",18,"W",61.4462482370436,44.8577236992146,76.6835213638842,36,89,66
"N","F",109,"N",47.1422362867743,93.6347220832563,50.3202968277037,75,51,92
"E","M",37,"S",55.2127797426656,48.117599962929,75.6373628228903,51,22,37
"P","M",92,"S",35,51.6101246183871,74.4753712043166,63,24,90
"V","F",49,"W",38.0856348788366,86.8681814172523,57.7920432947576,43,76,51
"N","F",107,"N",38.7263442296535,94.8133493702749,42.8244511969388,74,39,69
"V","M",33,"W",43.9073906512931,95.0305203181718,44.3758256360888,61,83,59
"V","F",51,"E",43.0036395853385,92.1894533450777,37.4362090788782,38,89,52
"E","M",77,"E",59.7054752493277,94.333903784776,41.2155681662261,34,35,61
"N","M",50,"S",58.9225824009627,46.0579780670775,76.3024030812085,62,30,65
"V","F",43,"S",57.1774173127487,81.8072664389229,28.7256437540054,40,79,72
"V","M",37,"E",47.8209986733273,91.3056038132376,53.6537808924913,35,72,47
"V","F",103,"N",39.6941769821569,89.6620274971384,34.6192750707269,39,80,9
"N","F",90,"E",41.0672509483993,93.7242198676562,50.1493303105235,69,45,65
"V","F",37,"E",59.1847693966702,71.8375483461772,23.4535610117018,39,64,47
"V","M",40,"S",40.1103402934968,84.889894707343,59.2548976093531,68,84,70
"E","F",82,"S",59.5459304079413,63.9313756490465,69.9473943933845,60,32,87
"V","M",85,"W",59.0202599288896,92.7494758409847,38.2168972305954,32,60,33
"V","F",44,"N",35.1391061013564,47.8349910263376,14.2705323919654,42,81,4
"P","M",67,"W",46.7799251945689,94.956843477708,43.635034635663,68,37,41
"P","F",22,"N",35.389198304154,25.6883891849612,7.75443360209465,26,28,17
"N","M",87,"W",61.851858438924,34.6743651612949,79.7492833994329,58,31,31
"P","M",80,"N",79,93.4653012488171,50.6297402270138,50,23,90
"V","F",27,"W",48.4284204859287,76.1965585512043,64.4182601943612,36,83,61
"N","F",97,"E",30.6952880788594,93.9063470563811,40.2174213156104,73,61,67
"V","F",68,"W",64.9424089994282,89.4455953428042,34.4128335639834,38,71,41
"P","F",46,"N",36.3863519178703,21.2253726502098,83.425155133009,28,40,95
"E","F",82,"S",51.1446898169816,93.0087441482561,51.3894535787404,49,66,36
"V","M",40,"S",33.5984383365139,77.6634004112967,63.6475733481348,63,62,64
"P","M",84,"W",44.9455315619707,81.5146025484734,28.5467951744795,36,44,33
"N","F",55,"E",55.5125719206408,81.7071808819482,61.3357394188643,70,37,53
"P","F",77,"S",60.9723521033302,93.4685547269668,50.6239581666887,26,59,99
"E","F",48,"E",42.3576053287834,93.1693158964733,51.1329994350672,65,26,51
"E","M",36,"S",50.0048626828939,63.9960041988093,69.9214749969542,50,21,67
"N","M",89,"W",38.6293340185657,87.6355978456313,57.1773578040302,53,53,31
"E","F",55,"W",33.2293673232198,80.7849042054375,28.1091173738241,60,59,47
"V","M",99,"E",38.1699649551883,36.9647721781628,10.9162127040327,55,83,68
"V","M",53,"W",54.4738500518724,35.0031203723776,10.3454535081983,55,74,49
"E","M",56,"S",32.7421488165855,95.0390917924151,45.4670804552734,39,28,93
"E","F",78,"S",42.1119901519269,67.7756263437026,21.6443267464638,55,32,31
"E","F",86,"E",58.887093112804,93.9734029505432,49.6402522549033,51,21,64
"E","M",99,"E",56.927545864135,95.038346816434,45.4827666841447,57,63,68
"E","M",93,"S",32.4148703915998,26.7167977919221,81.9684195518494,48,42,28
"P","F",57,"S",58.0514221526682,71.0546806663908,23.0932342261076,27,52,8
"N","M",94,"E",43.0990997897461,91.859002463452,37.0112610049546,46,56,66
"E","M",60,"N",47.4980974709615,38.3165762742546,11.315159574151,59,38,94
"N","M",105,"S",29.4384710760787,94.1110744975249,40.6665821745992,42,48,74
"N","M",47,"E",30.3430189844221,77.3497406647869,63.8150255568326,49,26,51
"P","M",99,"E",62.0190783962607,41.5664621005012,77.7058214694262,32,41,68
"V","F",92,"S",49.5673208832741,66.7922827132568,68.7729751132429,41,89,1
"N","F",61,"E",34.4827528921887,71.3855747703036,23.2448051124811,74,43,55
"P","F",66,"W",56.2436062777415,60.5587500731404,18.7354802340269,27,39,42
"P","M",103,"W",45.8391762236133,49.0912144684332,75.3179107233882,57,60,23
"V","M",23,"N",48.9855275945738,53.9257423156412,16.3209980353713,40,88,12
"N","M",36,"S",57.8625187566504,47.5682557777073,14.1838535107672,53,49,97
"N","M",35,"N",37.0369523502886,91.1236475376041,36.1384510807693,60,51,36
"P","F",76,"E",59.0660750176758,34.0193182107396,79.9372814595699,22,64,60
"P","M",35,"W",159.347823977005,93.7770430761756,39.9542950466275,69,30,57
"P","F",73,"E",35.9953748425469,89.8959800074109,55.1528518088162,27,54,59
"E","F",51,"S",36.9265019753948,80.3836310975162,27.8731970861554,64,47,53
"E","F",65,"E",59.5330390995368,66.5445020596792,21.1230245046318,64,62,57
"E","F",35,"E",59.0412478707731,94.8650889907781,46.923075709492,59,69,47
"N","M",50,"E",35.2349508758634,89.2168282106274,34.1989150643349,33,69,52
"V","F",98,"W",44.8912439867854,80.7300970062131,28.0767006799579,45,68,26
"P","F",22,"W",37.7037529982626,15.1466904041123,84.9758200906217,21,40,64
"E","F",72,"S",62.8394553503022,70.179298338929,22.6972191594541,51,57,36
"E","F",108,"W",31.7641457058489,18.8749496465221,5.96794897690415,61,53,21
"N","F",103,"E",53.4372500535101,82.9040945694196,29.4141696207225,76,67,69
"V","M",80,"S",52.4098232267424,66.1492087357797,20.9580403193831,40,75,48
"N","F",40,"W",46.81105766166,86.4534008535281,58.1122836656868,72,44,55
"N","F",36,"E",38.4839905854315,71.0962222492757,23.1122053414583,75,57,47
"E","M",55,"W",52.0034834221005,25.9643702690291,82.1713948436081,63,32,47
"E","M",96,"W",32.6387973017991,94.0693285700735,49.4287050701678,43,66,27
"N","M",98,"E",45.6052493760362,34.9494193801186,79.6700391173363,67,69,68
"E","M",29,"E",40.3252077409998,74.129267763098,24.5448137447238,48,59,45
"V","F",56,"W",31.9870400829241,58.1544205798076,72.1645281277597,34,76,47
"E","F",56,"E",45.1769097410142,36.5382545599363,79.2086963914335,65,26,54
"E","M",81,"W",59.7813490666449,93.1817000567489,51.1127734184265,47,69,35
"V","M",43,"N",44.3417855240405,70.321539351781,22.7610878646374,34,75,22
"V","M",82,"W",159.76831042557,95.049943064182,45.0337448716164,31,72,34
"P","M",91,"N",79,50.6970283350071,15.2164570055902,63,21,82
"V","M",52,"S",56.171758598648,92.3931330963908,37.7104637958109,60,75,91
"V","F",54,"N",153.022691938095,90.6329306045614,35.6009900569916,33,65,70
"N","M",67,"E",46.0713208774105,36.0938788072137,79.3383520841599,63,38,57
"N","F",82,"E",60.3647996922955,21.8867440413702,83.25264852494,73,33,62
"V","F",65,"N",47.9410728979856,83.0553638847207,60.4884706251323,42,72,17
"E","F",40,"S",64.5232660891488,92.6816141474412,51.8824208714068,62,66,46
"N","M",89,"S",46.613006927073,23.5466222041459,7.18376597389579,68,47,44
"V","F",38,"N",30.5561820473522,82.6307758160276,29.2397816106677,41,90,83
"P","M",89,"N",78,95.028575747819,44.3454123102129,65,53,86
"E","M",56,"W",46.7241777349263,92.8166013045197,51.6834103502333,40,55,47
"P","F",38,"S",59.336401344277,66.5979342554393,68.8545868732035,24,35,85
"P","F",58,"N",53.653482192196,38.1181872007302,11.2563153170049,23,49,99
"E","F",50,"E",47.5194209655747,26.5790423599962,7.99433620646596,56,66,52
"P","M",110,"W",62.8664912041277,17.1682471685027,84.4668855704367,58,52,20
"E","F",56,"N",60.9175800709054,51.5493266722202,15.5040093138814,62,61,100
"P","F",100,"W",57.5597166121006,87.0062695921592,32.3163645528257,16,71,25
"P","M",52,"N",78,56.2160685405043,17.1310454234481,68,36,55
"N","F",84,"S",45.3175905561075,22.7226639470382,6.9665052741766,73,34,38
"P","M",98,"S",31,94.9330728272848,43.4707703068852,40,54,62
"V","M",67,"N",54.1031868541613,85.4063638007169,58.887862470001,61,89,47
"V","F",46,"E",41.1607632907107,51.5084437088257,15.490152053535,39,76,50
"E","M",70,"E",45.4172576041892,84.0608698109434,30.1749332621694,36,51,58
"E","F",72,"S",43.0113911107183,93.2257731779196,51.0402430780232,53,25,84
"V","M",64,"E",42.2649446800351,60.1924357554084,18.5963774286211,48,77,56
"E","F",63,"E",46.1304271081463,44.0567798722072,76.9353159144521,50,34,56
"P","F",20,"E",55.864959015511,73.1733384287832,24.0827049687505,24,40,42
"V","M",100,"N",45.5988764138892,81.3123669706629,28.4243352897465,72,66,6
"E","M",54,"E",31.5607862845063,46.7101529466175,13.9066415280104,62,25,53
"N","M",45,"S",30.9832941778004,89.768134772979,34.7219990007579,63,69,23
"N","M",48,"E",47.9399120546877,92.9233473506689,38.4782630391419,62,65,51
"P","F",53,"N",62.1558801922947,93.6962046363299,39.7965485230088,23,58,70
"N","F",102,"W",55.8646026421338,92.6676906541102,38.0973782576621,77,49,24
"V","M",28,"W",35.1911760848016,74.9585564016311,65.0456696562469,34,63,61
"E","M",39,"W",60.8316827043891,91.9527350011617,37.1294663473964,56,50,55
"P","F",40,"S",31.3307503331453,41.1280796012101,12.1604140102863,17,25,20
"E","F",36,"S",51.4413966834545,93.8408151496391,49.9176922440529,67,37,85
"N","M",76,"E",64.4638464758173,31.3419672986918,80.6953870132565,56,36,60
"V","F",53,"W",37.9298052825034,94.7114271168449,47.6022024638951,36,79,49
"V","F",93,"W",39.064842636697,71.0360548446837,66.9152664393187,34,80,29
"V","F",55,"W",56.1749553475529,34.8157144666662,79.7085826657712,41,81,47
"P","F",103,"N",64.3297937177122,52.4644914243376,74.1840739361942,18,63,38
"N","F",31,"N",60.2814946472645,50.7069845285896,15.2198000438511,72,63,32
"V","M",101,"N",52.4415044151247,93.0180901089258,51.3748096302152,40,63,32
"N","M",37,"N",33.4282822571695,89.9658993323363,55.0837499648333,59,20,89
"P","F",105,"S",34.1217730557546,19.5731891799483,6.14724956452847,26,52,96
"V","M",97,"S",34.4650983577594,67.5718429349933,21.5572369098663,65,64,77
"P","M",23,"E",53.1565407868475,89.5500222867765,55.4880672320724,50,35,43
"V","F",70,"S",36.2097172895446,43.1156473572196,77.2286681830883,43,70,47
"V","M",42,"N",47.7671689009294,91.2412334247087,53.7278480455279,59,66,61
"V","F",72,"E",38.5665776282549,91.6178177247747,53.2851460762322,32,67,59
"N","M",61,"N",53.8471316983923,75.8460678727476,25.4020755551755,44,61,56
"P","F",40,"E",35.724893107079,94.7645565032971,47.3893241584301,20,69,48
"N","F",63,"S",36.2408630503342,28.4884062664351,81.4860504120588,76,53,64
"V","F",24,"E",51.5477573182434,61.2890662315598,19.0150298178196,43,87,43
"N","M",51,"N",29.8826769748703,36.3293914126327,79.269697573036,62,53,46
"N","M",57,"S",63.7099246280268,93.1244835964772,51.2056690268219,67,47,8
"N","F",24,"S",44.7736506043002,49.0803755350134,75.3214856050909,78,67,42
"E","F",69,"W",53.0416313735768,78.6630296924214,63.1035744026303,59,54,41
"E","F",96,"S",37.9637557286769,92.9966829385602,51.4083025231957,56,70,75
"N","M",67,"W",53.3853698363528,34.6166126407983,10.2341008000076,62,24,41
"E","F",20,"W",41.8722920203581,58.8315875422147,71.9140901602805,53,25,65
"E","F",59,"N",45.0599130745977,37.2826730452221,78.9903889223933,55,32,63
"V","F",68,"N",57.0636093905196,24.7252521091571,82.5032659620047,35,89,78
"P","F",109,"W",38.8976998096332,80.235451677664,27.7868955023587,15,72,21
"N","M",71,"E",153.62540314137,92.7098445291371,38.1587201915681,51,46,59
"P","F",58,"W",59.6620861599222,95.0113609375453,44.1209202259779,25,54,46
"E","F",102,"S",48.3509989669546,92.0453360334526,37.2480144910514,67,63,42
"N","F",69,"E",53.6549873137847,81.8121149186366,61.2713767588139,69,62,58
"N","M",38,"E",50.7267630118877,85.4302613490142,58.8706442900002,61,66,48
"V","F",57,"S",32.0616551563144,25.2778461057297,82.3556298017502,41,76,66
"P","M",25,"S",27,24.7529968658981,82.4958672747016,31,42,68
"N","F",20,"N",58.3508927840739,89.7568775605246,55.2889478951693,73,54,0
"E","M",56,"S",41.3086738660932,94.8700936013303,46.8968732096255,41,37,87
"V","M",28,"S",63.7079555513337,60.8396934137382,18.8426658138633,52,81,21
"V","M",51,"W",37.8027890650555,77.5951796305225,63.6841217987239,52,87,49
"E","F",86,"W",29.2462151031941,36.1430248897704,10.6759632006288,50,33,32
"N","F",54,"N",34.8192968741059,45.5475516425155,13.5349564254284,76,54,5
"N","M",31,"S",55.9406746998429,88.3654569746415,56.562476400286,59,31,80
"E","M",103,"E",57.1647716360167,94.7655645184191,42.6148984022439,50,28,69
"V","F",22,"W",54.9117112522945,87.4573840431488,32.6771626994014,33,90,64
"E","M",36,"E",47.152366512455,82.3418435502151,29.0575055591762,49,69,47
"E","M",90,"E",45.1161843864247,86.6991664655674,32.076507024467,36,70,65
"E","F",107,"W",42.8400287581608,86.0062684368156,58.4489639475942,55,48,21
"E","F",94,"W",37.803240195848,95.0499516597459,45.0310934893787,60,50,28
"V","M",53,"S",55.2891432978213,75.1700087704576,64.9399053305387,63,61,84
"N","M",74,"E",48.4985211500898,89.5679772457571,34.5290661789477,44,45,60
"P","F",97,"N",31.9455171739683,75.7568396734422,25.356598906219,19,25,89
"N","F",52,"N",29.1104285400361,90.0908985177445,35.0409824959934,70,51,83
"N","F",84,"N",49.771889327094,92.8110988392287,38.3083616942167,70,30,47
"P","F",48,"E",46.7457746975124,49.9866970104268,14.9789064191282,19,49,51
"V","F",23,"S",40.2983040614054,58.8177149059643,18.0807559192181,44,62,41
"P","F",101,"W",58.8821492567658,43.4334592759458,12.8700947016478,22,59,25
"E","M",56,"N",47.5541276019067,30.5673173128229,9.08825187012553,37,46,69
"P","M",35,"N",64,81.6347577232042,28.6199864000082,46,44,49
"E","M",96,"N",61.7770461728796,55.9660103752384,17.0414629764855,33,22,54
"P","M",86,"N",67,72.8683244109696,66.0626093298197,64,52,14
"N","M",99,"S",52.1397741148248,92.5158047428031,52.1192629635334,66,64,16
"P","F",53,"W",39.3075748747215,22.3908957746399,83.1206254474819,29,41,49
"E","F",57,"E",34.7536002378911,81.9726961648667,61.1723862402141,55,67,54
"P","F",41,"S",35.8678875034675,40.1127947668588,78.1473091617227,23,35,71
"N","M",83,"S",58.6065553901717,91.6766169321192,36.7861299403012,44,33,84
"N","M",61,"W",55.9154690764844,94.6060198850657,47.9798661544919,32,60,45
"N","F",66,"S",35.9284592596814,92.975500766794,38.5587280243635,72,67,12
"V","M",51,"E",31.1060916744173,94.7764287166355,42.6608921214938,62,66,52
"V","F",63,"W",33.5293318582699,86.0152751325405,31.5577346645296,43,73,43
"V","F",50,"W",47.9436358241364,93.1793463911917,51.1166226118803,35,79,50
"E","F",61,"W",58.0119052762166,18.8290117455561,5.95618147403002,62,47,45
"P","M",34,"W",46.2151753157377,78.7122446287847,26.9236312434077,46,60,58
"N","F",36,"W",57.6788589283824,39.7390420326709,78.259873110801,70,59,57
"N","M",83,"S",57.5889892773703,95.0416153211018,45.4095040634274,63,68,33
"N","M",97,"E",50.3045994816348,44.3577308315135,76.8409387953579,41,51,67
"N","M",22,"E",46.211129614152,71.4067520826245,66.7454583384097,46,64,42
"V","M",98,"W",35.3079176060855,26.0542907387211,7.85280380398035,53,87,26
"V","F",62,"W",59.762525960803,75.5642431412763,64.7412040457129,43,67,44
"N","M",47,"E",43.8050600020215,94.7960262305048,42.7462308481336,43,43,51
"P","F",108,"S",63.0239498401061,69.5447706903118,67.5854950398207,20,72,40
"P","M",29,"N",67,90.0777091605262,35.02774765715,62,24,97
"E","M",19,"E",30.7994947070256,85.911276973624,58.5194105096161,45,20,41
"P","F",59,"E",33.4123639836907,93.9078361104429,49.779464174062,22,42,55
"P","F",52,"W",46.4221558365971,92.5811340440128,52.0268996804953,21,38,49
"P","F",68,"N",49.374194977805,49.4375982783993,14.7965559177101,16,71,95
"V","F",45,"S",40.3552286839113,15.2607847484077,84.9472690559924,34,77,1
"N","F",36,"N",56.491313460283,55.6756570994122,16.9378037564456,72,69,79
"V","F",30,"S",45.3226330755278,69.7585683474374,67.4906343407929,36,72,14
"V","M",110,"E",41.3333799196407,57.5435055470285,72.38849921152,62,86,72
"E","M",93,"W",49.4939009267837,94.8495749512417,47.0021241158247,51,46,29
"V","F",66,"W",29.2891257032752,35.1874058681957,79.6013277582824,41,83,42
